cod_municipio,municipio_nome,uf,ano,area_plantada_ha,quantidade_produzida_ton,rendimento_medio_kg_ha
5214606,Niquelândia,GO,2022,11430.0,58830.0,5147.0
5214705,Nova América,GO,2022,65.0,325.0,5000.0
5214804,Nova Aurora,GO,2022,250.0,1700.0,6800.0
5214838,Nova Crixás,GO,2022,2000.0,9950.0,4975.0
5214861,Nova Glória,GO,2022,1250.0,5250.0,4200.0
5214879,Nova Iguaçu de Goiás,GO,2022,80.0,440.0,5500.0
5215009,Nova Veneza,GO,2022,50.0,390.0,7800.0
5215207,Novo Brasil,GO,2022,125.0,712.0,5696.0
5215231,Novo Gama,GO,2022,317.0,2118.0,6681.0
5215256,Novo Planalto,GO,2022,365.0,1327.0,3636.0
5215306,Orizona,GO,2022,16200.0,100740.0,6219.0
5215405,Ouro Verde de Goiás,GO,2022,780.0,5448.0,6985.0
5215504,Ouvidor,GO,2022,910.0,5845.0,6423.0
5215603,Padre Bernardo,GO,2022,10000.0,72622.0,7262.0
5215652,Palestina de Goiás,GO,2022,3000.0,17601.0,5867.0
5215702,Palmeiras de Goiás,GO,2022,9150.0,45750.0,5000.0
5215801,Palmelo,GO,2022,810.0,4600.0,5679.0
5215900,Palminópolis,GO,2022,1700.0,10200.0,6000.0
5216007,Panamá,GO,2022,1750.0,8400.0,4800.0
5216304,Paranaiguara,GO,2022,500.0,2600.0,5200.0
5216403,Paraúna,GO,2022,59000.0,239700.0,4063.0
5216452,Perolândia,GO,2022,31000.0,183319.0,5914.0
5216908,Pilar de Goiás,GO,2022,60.0,288.0,4800.0
5217104,Piracanjuba,GO,2022,18000.0,79560.0,4736.0
5217302,Pirenópolis,GO,2022,1120.0,4543.0,4056.0
5217401,Pires do Rio,GO,2022,7100.0,41380.0,5828.0
5217609,Planaltina,GO,2022,7100.0,54030.0,7610.0
5217708,Pontalina,GO,2022,7620.0,27998.0,4402.0
5218003,Porangatu,GO,2022,2940.0,12032.0,4093.0
5218052,Porteirão,GO,2022,10060.0,16800.0,2400.0
5218102,Portelândia,GO,2022,16000.0,94032.0,5877.0
5218300,Posse,GO,2022,245.0,2793.0,11400.0
5218391,Professor Jamil,GO,2022,322.0,984.0,3618.0
5218508,Quirinópolis,GO,2022,9250.0,53375.0,5770.0
5218607,Rialma,GO,2022,420.0,2100.0,5000.0
5218706,Rianápolis,GO,2022,150.0,700.0,4667.0
5218789,Rio Quente,GO,2022,28.0,149.0,5321.0
5218805,Rio Verde,GO,2022,359500.0,1846200.0,5135.0
5218904,Rubiataba,GO,2022,270.0,1350.0,5000.0
5219001,Sanclerlândia,GO,2022,270.0,1581.0,5856.0
5219100,Santa Bárbara de Goiás,GO,2022,141.0,1106.0,7844.0
5219209,Santa Cruz de Goiás,GO,2022,11450.0,63305.0,5529.0
5219258,Santa Fé de Goiás,GO,2022,600.0,3000.0,5000.0
5219308,Santa Helena de Goiás,GO,2022,50200.0,301500.0,6006.0
5219357,Santa Isabel,GO,2022,600.0,2213.0,3688.0
5219407,Santa Rita do Araguaia,GO,2022,3000.0,17661.0,5887.0
5219456,Santa Rita do Novo Destino,GO,2022,500.0,2250.0,4500.0
5219506,Santa Rosa de Goiás,GO,2022,800.0,4800.0,6000.0
5219605,Santa Tereza de Goiás,GO,2022,145.0,516.0,3559.0
5219704,Santa Terezinha de Goiás,GO,2022,270.0,1539.0,5700.0
5219712,Santo Antônio da Barra,GO,2022,5200.0,29344.0,5643.0
5219738,Santo Antônio de Goiás,GO,2022,145.0,1200.0,8276.0
5219753,Santo Antônio do Descoberto,GO,2022,720.0,4719.0,6554.0
5219902,São Francisco de Goiás,GO,2022,900.0,3700.0,4111.0
5220009,São João d'Aliança,GO,2022,17000.0,138850.0,8168.0
5220058,São João da Paraúna,GO,2022,5000.0,15000.0,3000.0
5220157,São Luiz do Norte,GO,2022,250.0,1425.0,5700.0
5220207,São Miguel do Araguaia,GO,2022,214.0,770.0,3598.0
5220264,São Miguel do Passa Quatro,GO,2022,9160.0,62940.0,6871.0
5220280,São Patrício,GO,2022,400.0,1680.0,4200.0
5220454,Senador Canedo,GO,2022,500.0,3000.0,6000.0
5220504,Serranópolis,GO,2022,21000.0,131140.0,6245.0
5220603,Silvânia,GO,2022,42500.0,250000.0,5882.0
5220702,Sítio d'Abadia,GO,2022,1460.0,4256.0,4677.0
5221007,Taquaral de Goiás,GO,2022,110.0,844.0,7673.0
5221197,Terezópolis de Goiás,GO,2022,820.0,5808.0,7083.0
5221304,Três Ranchos,GO,2022,450.0,1975.0,4389.0
5221403,Trindade,GO,2022,3300.0,19100.0,5788.0
5221452,Trombas,GO,2022,27.0,90.0,3333.0
5221502,Turvânia,GO,2022,2000.0,9600.0,4800.0
5221551,Turvelândia,GO,2022,8000.0,40216.0,5027.0
5221577,Uirapuru,GO,2022,120.0,660.0,5500.0
5221601,Uruaçu,GO,2022,5550.0,27465.0,4949.0
5221700,Uruana,GO,2022,1500.0,11250.0,7500.0
5221809,Urutaí,GO,2022,2450.0,13880.0,5665.0
5221908,Varjão,GO,2022,1100.0,5500.0,5000.0
5222005,Vianópolis,GO,2022,9500.0,59150.0,6226.0
5222054,Vicentinópolis,GO,2022,10260.0,30360.0,2959.0
5222203,Vila Boa,GO,2022,600.0,4710.0,7850.0
5222302,Vila Propício,GO,2022,7000.0,35000.0,5000.0
5300108,Brasília,DF,2022,60000.0,327000.0,5450.0
5000252,Alcinópolis,MS,2023,7500.0,55500.0,7400.0
5000609,Amambai,MS,2023,70000.0,399000.0,5700.0
5000708,Anastácio,MS,2023,9885.0,42648.0,4314.0
5000807,Anaurilândia,MS,2023,8000.0,38400.0,4800.0
5000856,Angélica,MS,2023,10500.0,52500.0,5000.0
5000906,Antônio João,MS,2023,32000.0,153600.0,4800.0
5001102,Aquidauana,MS,2023,60.0,120.0,2000.0
5001243,Aral Moreira,MS,2023,82000.0,524800.0,6400.0
5001508,Bandeirantes,MS,2023,23487.0,115698.0,4926.0
5001904,Bataguassu,MS,2023,7107.0,37942.0,5339.0
5002001,Batayporã,MS,2023,12000.0,60000.0,5000.0
5002100,Bela Vista,MS,2023,22500.0,92858.0,4127.0
5002159,Bodoquena,MS,2023,4180.0,17154.0,4104.0
5002209,Bonito,MS,2023,45000.0,165600.0,3680.0
5002308,Brasilândia,MS,2023,20.0,60.0,3000.0
5002407,Caarapó,MS,2023,96000.0,593280.0,6180.0
5002605,Camapuã,MS,2023,5056.0,27560.0,5451.0
5002704,Campo Grande,MS,2023,50380.0,232596.0,4617.0
5002803,Caracol,MS,2023,9000.0,29700.0,3300.0
5002902,Cassilândia,MS,2023,4000.0,23760.0,5940.0
5002951,Chapadão do Sul,MS,2023,56500.0,315999.0,5593.0
5003108,Corguinho,MS,2023,50.0,210.0,4200.0
5003157,Coronel Sapucaia,MS,2023,10886.0,52310.0,4805.0
5003207,Corumbá,MS,2023,2200.0,12588.0,5722.0
5003256,Costa Rica,MS,2023,50100.0,399420.0,7972.0
5003306,Coxim,MS,2023,10498.0,75528.0,7195.0
5003454,Deodápolis,MS,2023,12200.0,61200.0,5016.0
5003488,Dois Irmãos do Buriti,MS,2023,13840.0,61856.0,4469.0
5003504,Douradina,MS,2023,13731.0,70593.0,5141.0
5003702,Dourados,MS,2023,186200.0,1027900.0,5520.0
5003751,Eldorado,MS,2023,10000.0,36000.0,3600.0
5003801,Fátima do Sul,MS,2023,13040.0,58788.0,4508.0
5003900,Figueirão,MS,2023,415.0,2960.0,7133.0
5004007,Glória de Dourados,MS,2023,3610.0,15151.0,4197.0
5004106,Guia Lopes da Laguna,MS,2023,16287.0,87949.0,5400.0
5004304,Iguatemi,MS,2023,32000.0,182400.0,5700.0
5004502,Itaporã,MS,2023,86100.0,521000.0,6051.0
5004601,Itaquiraí,MS,2023,42000.0,189000.0,4500.0
5004700,Ivinhema,MS,2023,14000.0,70000.0,5000.0
5004809,Japorã,MS,2023,1750.0,7800.0,4457.0
5004908,Jaraguari,MS,2023,10411.0,68713.0,6600.0
5005004,Jardim,MS,2023,22000.0,80510.0,3660.0
5005103,Jateí,MS,2023,26000.0,124800.0,4800.0
5005152,Juti,MS,2023,13000.0,62400.0,4800.0
5005251,Laguna Carapã,MS,2023,80500.0,379650.0,4716.0
5005400,Maracaju,MS,2023,290000.0,1740000.0,6000.0
5005608,Miranda,MS,2023,2585.0,10166.0,3933.0
5005681,Mundo Novo,MS,2023,3000.0,12600.0,4200.0
5005707,Naviraí,MS,2023,80000.0,432000.0,5400.0
5005806,Nioaque,MS,2023,10280.0,48110.0,4680.0
5006002,Nova Alvorada do Sul,MS,2023,35800.0,190440.0,5320.0
5006200,Nova Andradina,MS,2023,19500.0,97500.0,5000.0
5006259,Novo Horizonte do Sul,MS,2023,8013.0,38446.0,4798.0
5006275,Paraíso das Águas,MS,2023,11995.0,61064.0,5091.0
5006309,Paranaíba,MS,2023,2057.0,13927.0,6771.0
5006358,Paranhos,MS,2023,9107.0,43714.0,4800.0
5006408,Pedro Gomes,MS,2023,4514.0,21667.0,4800.0
5006606,Ponta Porã,MS,2023,190454.0,1097022.0,5760.0
5006903,Porto Murtinho,MS,2023,4000.0,16400.0,4100.0
5007109,Ribas do Rio Pardo,MS,2023,3856.0,21047.0,5458.0
5007208,Rio Brilhante,MS,2023,95000.0,570000.0,6000.0
5007307,Rio Negro,MS,2023,2959.0,14203.0,4800.0
5007406,Rio Verde de Mato Grosso,MS,2023,18150.0,86160.0,4747.0
5007505,Rochedo,MS,2023,3895.0,17892.0,4611.0
5007554,Santa Rita do Pardo,MS,2023,1583.0,7198.0,4547.0
5007695,São Gabriel do Oeste,MS,2023,81800.0,640200.0,7826.0
5007703,Sete Quedas,MS,2023,21359.0,123882.0,5800.0
5007802,Selvíria,MS,2023,182.0,852.0,6000.0
5007901,Sidrolândia,MS,2023,200800.0,1082880.0,5393.0
5007935,Sonora,MS,2023,31414.0,228030.0,7259.0
5007950,Tacuru,MS,2023,10000.0,60000.0,6000.0
5007976,Taquarussu,MS,2023,2007.0,9628.0,4797.0
5008008,Terenos,MS,2023,17500.0,94500.0,5400.0
5008404,Vicentina,MS,2023,8106.0,36002.0,4441.0
5100201,Água Boa,MT,2023,70000.0,411600.0,5880.0
5100250,Alta Floresta,MT,2023,58507.0,368594.0,6300.0
5100300,Alto Araguaia,MT,2023,12000.0,73920.0,6160.0
5100359,Alto Boa Vista,MT,2023,21525.0,141633.0,6580.0
5100409,Alto Garças,MT,2023,48000.0,304200.0,6338.0
5100508,Alto Paraguai,MT,2023,6000.0,37800.0,6300.0
5100607,Alto Taquari,MT,2023,48500.0,354033.0,7300.0
5100805,Apiacás,MT,2023,1250.0,6375.0,5100.0
5101001,Araguaiana,MT,2023,3564.0,25661.0,7200.0
5101209,Araguainha,MT,2023,530.0,3074.0,5800.0
5101258,Araputanga,MT,2023,2600.0,18564.0,7140.0
5101308,Arenápolis,MT,2023,5000.0,32400.0,6480.0
5101407,Aripuanã,MT,2023,8330.0,49650.0,5960.0
5101605,Barão de Melgaço,MT,2023,40.0,228.0,5700.0
5101704,Barra do Bugres,MT,2023,1450.0,5750.0,3966.0
5101803,Barra do Garças,MT,2023,17000.0,98600.0,5800.0
5101852,Bom Jesus do Araguaia,MT,2023,85215.0,561769.0,6592.0
5101902,Brasnorte,MT,2023,182500.0,1246200.0,6828.0
5102504,Cáceres,MT,2023,3900.0,28800.0,7385.0
5102603,Campinápolis,MT,2023,20000.0,122400.0,6120.0
5102637,Campo Novo do Parecis,MT,2023,160393.0,1090352.0,6798.0
5102678,Campo Verde,MT,2023,117000.0,810300.0,6926.0
5102686,Campos de Júlio,MT,2023,130000.0,1023840.0,7876.0
5102694,Canabrava do Norte,MT,2023,25000.0,169500.0,6780.0
5102702,Canarana,MT,2023,165000.0,1009800.0,6120.0
5102793,Carlinda,MT,2023,21902.0,144553.0,6600.0
5102850,Castanheira,MT,2023,272.0,1554.0,5713.0
5103007,Chapada dos Guimarães,MT,2023,22300.0,136922.0,6140.0
5103056,Cláudia,MT,2023,88000.0,607200.0,6900.0
5103106,Cocalinho,MT,2023,3750.0,21375.0,5700.0
5103205,Colíder,MT,2023,14000.0,92400.0,6600.0
5103254,Colniza,MT,2023,3372.0,13535.0,4014.0
5103304,Comodoro,MT,2023,71000.0,466800.0,6575.0
5103353,Confresa,MT,2023,34000.0,230520.0,6780.0
5103361,Conquista D'Oeste,MT,2023,6145.0,38727.0,6302.0
5103379,Cotriguaçu,MT,2023,6000.0,30275.0,5046.0
5103403,Cuiabá,MT,2023,350.0,2135.0,6100.0
5103437,Curvelândia,MT,2023,181.0,724.0,4000.0
5103452,Denise,MT,2023,60.0,330.0,5500.0
5103502,Diamantino,MT,2023,263811.0,1723284.0,6532.0
5103601,Dom Aquino,MT,2023,17000.0,116280.0,6840.0
5103700,Feliz Natal,MT,2023,122000.0,841800.0,6900.0
5103809,Figueirópolis D'Oeste,MT,2023,250.0,900.0,3600.0
5103858,Gaúcha do Norte,MT,2023,100000.0,610000.0,6100.0
5103908,General Carneiro,MT,2023,35000.0,210000.0,6000.0
5103957,Glória D'Oeste,MT,2023,250.0,1125.0,4500.0
5104104,Guarantã do Norte,MT,2023,13000.0,87360.0,6720.0
5104203,Guiratinga,MT,2023,35500.0,246000.0,6930.0
5104500,Indiavaí,MT,2023,240.0,1584.0,6600.0
5104526,Ipiranga do Norte,MT,2023,180000.0,1275750.0,7088.0
5104542,Itanhangá,MT,2023,85000.0,499800.0,5880.0
5104559,Itaúba,MT,2023,45000.0,299700.0,6660.0
5104609,Itiquira,MT,2023,125000.0,886440.0,7092.0
5104807,Jaciara,MT,2023,27500.0,189750.0,6900.0
5104906,Jangada,MT,2023,300.0,1341.0,4470.0
5105002,Jauru,MT,2023,180.0,648.0,3600.0
5105101,Juara,MT,2023,59000.0,389400.0,6600.0
5105150,Juína,MT,2023,12350.0,66830.0,5411.0
5105176,Juruena,MT,2023,3070.0,17560.0,5720.0
5105200,Juscimeira,MT,2023,13000.0,88920.0,6840.0
5105234,Lambari D'Oeste,MT,2023,190.0,594.0,3126.0
5105259,Lucas do Rio Verde,MT,2023,165000.0,1175625.0,7125.0
5105309,Luciara,MT,2023,120.0,360.0,3000.0
5105507,Vila Bela da Santíssima Trindade,MT,2023,24325.0,136797.0,5624.0
5105580,Marcelândia,MT,2023,85000.0,586500.0,6900.0
5105606,Matupá,MT,2023,38000.0,264480.0,6960.0
5105622,Mirassol d'Oeste,MT,2023,770.0,3462.0,4496.0
5105903,Nobres,MT,2023,29210.0,157409.0,5389.0
5106000,Nortelândia,MT,2023,25000.0,157500.0,6300.0
5106109,Nossa Senhora do Livramento,MT,2023,1370.0,5888.0,4298.0
5106158,Nova Bandeirantes,MT,2023,8000.0,50400.0,6300.0
5106174,Nova Nazaré,MT,2023,4000.0,24000.0,6000.0
5106182,Nova Lacerda,MT,2023,13800.0,86500.0,6268.0
5106190,Nova Santa Helena,MT,2023,34800.0,240576.0,6913.0
5106208,Nova Brasilândia,MT,2023,9550.0,58732.0,6150.0
5106216,Nova Canaã do Norte,MT,2023,34000.0,224400.0,6600.0
5106224,Nova Mutum,MT,2023,320000.0,2304000.0,7200.0
5106232,Nova Olímpia,MT,2023,139.0,804.0,5784.0
5106240,Nova Ubiratã,MT,2023,340000.0,2407200.0,7080.0
5106257,Nova Xavantina,MT,2023,10000.0,61200.0,6120.0
5106265,Novo Mundo,MT,2023,46000.0,314640.0,6840.0
5106273,Novo Horizonte do Norte,MT,2023,3000.0,19800.0,6600.0
5106281,Novo São Joaquim,MT,2023,36200.0,226250.0,6250.0
5106299,Paranaíta,MT,2023,21000.0,138600.0,6600.0
5106307,Paranatinga,MT,2023,153500.0,941490.0,6133.0
5106315,Novo Santo Antônio,MT,2023,875.0,5505.0,6291.0
5106372,Pedra Preta,MT,2023,34500.0,244720.0,7093.0
5106422,Peixoto de Azevedo,MT,2023,40000.0,268800.0,6720.0
5106455,Planalto da Serra,MT,2023,11000.0,67650.0,6150.0
5106505,Poconé,MT,2023,580.0,2452.0,4228.0
5106653,Pontal do Araguaia,MT,2023,450.0,2633.0,5851.0
5106752,Pontes e Lacerda,MT,2023,16000.0,94725.0,5920.0
5106778,Porto Alegre do Norte,MT,2023,30000.0,203400.0,6780.0
5106802,Porto dos Gaúchos,MT,2023,150000.0,1044000.0,6960.0
5106828,Porto Esperidião,MT,2023,400.0,1900.0,4750.0
5106851,Porto Estrela,MT,2023,700.0,2920.0,4171.0
5107008,Poxoréu,MT,2023,47000.0,321480.0,6840.0
5107040,Primavera do Leste,MT,2023,230000.0,1669800.0,7260.0
5107065,Querência,MT,2023,280000.0,1730400.0,6180.0
5107107,São José dos Quatro Marcos,MT,2023,650.0,3915.0,6023.0
5107180,Ribeirão Cascalheira,MT,2023,45000.0,270000.0,6000.0
5107198,Ribeirãozinho,MT,2023,14000.0,85400.0,6100.0
5107206,Rio Branco,MT,2023,200.0,900.0,4500.0
5107248,Santa Carmem,MT,2023,110000.0,772200.0,7020.0
5107263,Santo Afonso,MT,2023,9650.0,68322.0,7080.0
5107297,São José do Povo,MT,2023,100.0,450.0,4500.0
5107305,São José do Rio Claro,MT,2023,85000.0,535500.0,6300.0
5107354,São José do Xingu,MT,2023,75000.0,508500.0,6780.0
5107404,São Pedro da Cipa,MT,2023,1430.0,9438.0,6600.0
5107578,Rondolândia,MT,2023,40.0,120.0,3000.0
5107602,Rondonópolis,MT,2023,53000.0,369000.0,6962.0
5107701,Rosário Oeste,MT,2023,21200.0,101640.0,4794.0
5107743,Santa Cruz do Xingu,MT,2023,40000.0,283200.0,7080.0
5107750,Salto do Céu,MT,2023,1300.0,7790.0,5992.0
5107768,Santa Rita do Trivelato,MT,2023,120000.0,806400.0,6720.0
5107776,Santa Terezinha,MT,2023,17000.0,118320.0,6960.0
5107792,Santo Antônio do Leste,MT,2023,80000.0,547200.0,6840.0
5107800,Santo Antônio de Leverger,MT,2023,12000.0,72900.0,6075.0
5107859,São Félix do Araguaia,MT,2023,200370.0,1321110.0,6593.0
5107875,Sapezal,MT,2023,128155.0,957803.0,7474.0
5107883,Serra Nova Dourada,MT,2023,12950.0,81918.0,6326.0
5107909,Sinop,MT,2023,145000.0,1026600.0,7080.0
5107925,Sorriso,MT,2023,535000.0,3819900.0,7140.0
5107941,Tabaporã,MT,2023,180000.0,1242000.0,6900.0
5107958,Tangará da Serra,MT,2023,73445.0,479871.0,6534.0
5108006,Tapurah,MT,2023,155000.0,1023000.0,6600.0
5108055,Terra Nova do Norte,MT,2023,22000.0,146250.0,6648.0
5108105,Tesouro,MT,2023,20300.0,144100.0,7099.0
5108204,Torixoréu,MT,2023,6050.0,36300.0,6000.0
5108303,União do Sul,MT,2023,54000.0,362880.0,6720.0
5108352,Vale de São Domingos,MT,2023,250.0,1092.0,4368.0
5108402,Várzea Grande,MT,2023,50.0,150.0,3000.0
5108501,Vera,MT,2023,139000.0,975780.0,7020.0
5108600,Vila Rica,MT,2023,33000.0,223740.0,6780.0
5108808,Nova Guarita,MT,2023,17220.0,108486.0,6300.0
5108857,Nova Marilândia,MT,2023,3600.0,24840.0,6900.0
5108907,Nova Maringá,MT,2023,160000.0,1056000.0,6600.0
5108956,Nova Monte Verde,MT,2023,12000.0,64800.0,5400.0
5200050,Abadia de Goiás,GO,2023,300.0,1332.0,4440.0
5200100,Abadiânia,GO,2023,2000.0,9600.0,4800.0
5200134,Acreúna,GO,2023,30600.0,192630.0,6295.0
5200159,Adelândia,GO,2023,180.0,1350.0,7500.0
5200175,Água Fria de Goiás,GO,2023,22402.0,178100.0,7950.0
5200209,Água Limpa,GO,2023,7.0,35.0,5000.0
5200258,Águas Lindas de Goiás,GO,2023,420.0,2553.0,6079.0
5200308,Alexânia,GO,2023,4650.0,28298.0,6086.0
5200506,Aloândia,GO,2023,850.0,5725.0,6735.0
5200555,Alto Horizonte,GO,2023,80.0,480.0,6000.0
5200605,Alto Paraíso de Goiás,GO,2023,5100.0,45115.0,8846.0
5200803,Alvorada do Norte,GO,2023,400.0,3852.0,9630.0
5200829,Amaralina,GO,2023,180.0,1080.0,6000.0
5200852,Americano do Brasil,GO,2023,900.0,5760.0,6400.0
5200902,Amorinópolis,GO,2023,3500.0,21000.0,6000.0
5201108,Anápolis,GO,2023,2100.0,11476.0,5465.0
5201306,Anicuns,GO,2023,4300.0,27655.0,6431.0
5201405,Aparecida de Goiânia,GO,2023,60.0,266.0,4433.0
5201454,Aparecida do Rio Doce,GO,2023,1500.0,10050.0,6700.0
5201504,Aporé,GO,2023,2000.0,13300.0,6650.0
5201603,Araçu,GO,2023,300.0,2170.0,7233.0
5201801,Aragoiânia,GO,2023,400.0,1920.0,4800.0
5202155,Araguapaz,GO,2023,200.0,960.0,4800.0
5202502,Aruanã,GO,2023,650.0,3295.0,5069.0
5202809,Avelinópolis,GO,2023,950.0,6442.0,6781.0
5203104,Baliza,GO,2023,1300.0,6240.0,4800.0
5203203,Barro Alto,GO,2023,1182.0,4737.0,4008.0
5203302,Bela Vista de Goiás,GO,2023,10650.0,60712.0,5701.0
5203500,Bom Jesus de Goiás,GO,2023,45500.0,307010.0,6747.0
5203559,Bonfinópolis,GO,2023,130.0,975.0,7500.0
5203575,Bonópolis,GO,2023,578.0,3472.0,6007.0
5203609,Brazabrantes,GO,2023,160.0,1300.0,8125.0
5203807,Britânia,GO,2023,150.0,720.0,4800.0
5203906,Buriti Alegre,GO,2023,7300.0,46930.0,6429.0
5203939,Buriti de Goiás,GO,2023,160.0,896.0,5600.0
5204003,Cabeceiras,GO,2023,18300.0,152325.0,8324.0
5204250,Cachoeira Dourada,GO,2023,5500.0,41630.0,7569.0
5204300,Caçu,GO,2023,1000.0,6150.0,6150.0
5204409,Caiapônia,GO,2023,51000.0,363100.0,7120.0
5204508,Caldas Novas,GO,2023,11100.0,62735.0,5652.0
5204557,Caldazinha,GO,2023,150.0,765.0,5100.0
5204607,Campestre de Goiás,GO,2023,470.0,2968.0,6315.0
5204656,Campinaçu,GO,2023,230.0,1046.0,4548.0
5204706,Campinorte,GO,2023,3250.0,17115.0,5266.0
5204805,Campo Alegre de Goiás,GO,2023,11000.0,87600.0,7964.0
5204854,Campo Limpo de Goiás,GO,2023,400.0,2557.0,6393.0
5204953,Campos Verdes,GO,2023,70.0,420.0,6000.0
5205000,Carmo do Rio Verde,GO,2023,550.0,3245.0,5900.0
5205059,Castelândia,GO,2023,1900.0,9600.0,5053.0
5205109,Catalão,GO,2023,18000.0,123000.0,6833.0
5205208,Caturaí,GO,2023,1070.0,6632.0,6198.0
5205406,Ceres,GO,2023,900.0,7560.0,8400.0
5205455,Cezarina,GO,2023,3000.0,13500.0,4500.0
5205471,Chapadão do Céu,GO,2023,62500.0,425500.0,6808.0
5205497,Cidade Ocidental,GO,2023,6250.0,32770.0,5243.0
5205513,Cocalzinho de Goiás,GO,2023,7100.0,33526.0,4722.0
5205521,Colinas do Sul,GO,2023,80.0,464.0,5800.0
5205703,Córrego do Ouro,GO,2023,120.0,672.0,5600.0
5205802,Corumbá de Goiás,GO,2023,2300.0,13088.0,5690.0
5205901,Corumbaíba,GO,2023,800.0,6400.0,8000.0
5206206,Cristalina,GO,2023,99500.0,472364.0,4747.0
5206305,Cristianópolis,GO,2023,1450.0,8970.0,6186.0
5206404,Crixás,GO,2023,300.0,1890.0,6300.0
5206503,Cromínia,GO,2023,1507.0,6318.0,4192.0
5206602,Cumari,GO,2023,300.0,2100.0,7000.0
5206800,Damolândia,GO,2023,110.0,920.0,8364.0
5206909,Davinópolis,GO,2023,430.0,3533.0,8216.0
5207105,Diorama,GO,2023,3000.0,18000.0,6000.0
5207253,Doverlândia,GO,2023,30000.0,196500.0,6550.0
5207352,Edealina,GO,2023,4003.0,22021.0,5501.0
5207402,Edéia,GO,2023,7800.0,41850.0,5365.0
5207501,Estrela do Norte,GO,2023,230.0,3266.0,14200.0
5207535,Faina,GO,2023,100.0,560.0,5600.0
5207808,Firminópolis,GO,2023,6000.0,36000.0,6000.0
5207907,Flores de Goiás,GO,2023,4865.0,34376.0,7066.0
5208004,Formosa,GO,2023,9270.0,66910.0,7218.0
5208103,Formoso,GO,2023,607.0,2204.0,3631.0
5208152,Gameleira de Goiás,GO,2023,11860.0,75857.0,6396.0
5208400,Goianápolis,GO,2023,1230.0,6353.0,5165.0
5208509,Goiandira,GO,2023,1060.0,9200.0,8679.0
5208608,Goianésia,GO,2023,1480.0,8880.0,6000.0
5208707,Goiânia,GO,2023,100.0,690.0,6900.0
5208806,Goianira,GO,2023,1980.0,12692.0,6410.0
5208905,Goiás,GO,2023,200.0,1120.0,5600.0
5209101,Goiatuba,GO,2023,37600.0,249520.0,6636.0
5209150,Gouvelândia,GO,2023,950.0,5745.0,6047.0
5209200,Guapó,GO,2023,985.0,4728.0,4800.0
5209291,Guaraíta,GO,2023,70.0,256.0,3657.0
5209606,Heitoraí,GO,2023,850.0,5270.0,6200.0
5209705,Hidrolândia,GO,2023,3000.0,14400.0,4800.0
5209804,Hidrolina,GO,2023,220.0,1364.0,6200.0
5209937,Inaciolândia,GO,2023,9300.0,70050.0,7532.0
5209952,Indiara,GO,2023,12000.0,60000.0,5000.0
5210000,Inhumas,GO,2023,2100.0,13440.0,6400.0
5210109,Ipameri,GO,2023,37500.0,255000.0,6800.0
5210158,Ipiranga de Goiás,GO,2023,200.0,900.0,4500.0
5210208,Iporá,GO,2023,5000.0,30000.0,6000.0
5210406,Itaberaí,GO,2023,23000.0,144250.0,6272.0
5210562,Itaguari,GO,2023,800.0,5056.0,6320.0
5210604,Itaguaru,GO,2023,380.0,2400.0,6316.0
5210802,Itajá,GO,2023,10.0,65.0,6500.0
5210901,Itapaci,GO,2023,800.0,5316.0,6645.0
5211008,Itapirapuã,GO,2023,200.0,1000.0,5000.0
5211206,Itapuranga,GO,2023,450.0,1582.0,3516.0
5211305,Itarumã,GO,2023,1400.0,8500.0,6071.0
5211404,Itauçu,GO,2023,1650.0,10587.0,6416.0
5211503,Itumbiara,GO,2023,20300.0,128020.0,6306.0
5211701,Jandaia,GO,2023,2500.0,15500.0,6200.0
5211800,Jaraguá,GO,2023,200.0,1100.0,5500.0
5211909,Jataí,GO,2023,277000.0,1998800.0,7216.0
5212055,Jesúpolis,GO,2023,120.0,720.0,6000.0
5212105,Joviânia,GO,2023,13180.0,89643.0,6801.0
5212204,Jussara,GO,2023,350.0,1750.0,5000.0
5212253,Lagoa Santa,GO,2023,10.0,50.0,5000.0
5212303,Leopoldo de Bulhões,GO,2023,7350.0,41375.0,5629.0
5212501,Luziânia,GO,2023,35400.0,235500.0,6653.0
5212600,Mairipotaba,GO,2023,206.0,1161.0,5636.0
5212808,Mara Rosa,GO,2023,1080.0,5871.0,5436.0
5212907,Marzagão,GO,2023,350.0,1940.0,5543.0
5212956,Matrinchã,GO,2023,850.0,4250.0,5000.0
5213004,Maurilândia,GO,2023,5000.0,21500.0,4300.0
5213053,Mimoso de Goiás,GO,2023,5000.0,33755.0,6751.0
5213087,Minaçu,GO,2023,278.0,986.0,3547.0
5213103,Mineiros,GO,2023,105000.0,727500.0,6929.0
5213707,Montes Claros de Goiás,GO,2023,4000.0,19200.0,4800.0
5213756,Montividiu,GO,2023,136300.0,982050.0,7205.0
5213772,Montividiu do Norte,GO,2023,295.0,1100.0,3729.0
5213806,Morrinhos,GO,2023,8300.0,53265.0,6417.0
5213855,Morro Agudo de Goiás,GO,2023,200.0,700.0,3500.0
5213905,Mossâmedes,GO,2023,400.0,2000.0,5000.0
5214002,Mozarlândia,GO,2023,250.0,1200.0,4800.0
5214051,Mundo Novo,GO,2023,300.0,1440.0,4800.0
5214101,Mutunópolis,GO,2023,470.0,1079.0,2296.0
5214408,Nazário,GO,2023,90.0,750.0,8333.0
